,a_lane1_input,a_lane2_input,a_lane1_output,a_lane2_output,a_lane3_output,a_lane4_output,abd_lane_input_sum,a_jun_output_sum,b_lane1_input,b_lane2_input,b_lane1_output,b_lane2_output,b_lane3_output,b_lane4_output,bac_lane_input_sum,b_jun_output_sum,c_lane1_input,c_lane2_input,c_lane1_output,c_lane2_output,c_lane3_output,c_lane4_output,cbd_lane_input_sum,c_jun_output_sum,d_lane1_input,d_lane2_input,d_lane3_input,d_lane1_output,d_lane2_output,d_lane3_output,d_lane4_output,d_lane5_output,dac_lane_input_sum,d_jun_output_sum
3138,8,10,10,19,5,8,40,42,5,7,7,9,19,12,29,47,9,13,6,13,13,15,44,47,17,11,11,6,15,15,11,10,56,57
3139,5,13,16,5,18,13,44,52,18,6,10,7,14,6,46,37,17,10,6,11,10,9,53,36,8,7,8,15,18,7,17,19,45,76
3140,17,12,17,15,9,6,61,47,18,12,6,18,7,19,54,50,7,19,16,8,11,8,58,43,14,16,10,12,17,6,7,19,64,61
3141,5,9,6,11,13,9,48,39,16,13,15,7,16,16,49,54,15,12,11,17,8,6,61,42,18,7,18,14,8,16,11,6,63,55
3142,18,19,15,5,19,10,52,49,9,15,8,16,18,15,60,57,18,15,16,13,19,8,48,56,6,15,12,17,10,8,19,12,69,66
3143,17,15,11,8,15,19,49,53,10,17,12,17,14,12,61,55,17,15,8,13,8,17,49,46,7,7,8,12,13,12,6,9,56,52
3144,18,7,10,5,7,16,53,38,11,8,15,17,13,8,54,53,17,15,9,13,18,8,60,48,17,7,6,10,6,19,15,13,65,63
3145,17,19,19,11,7,7,57,44,12,12,5,10,18,9,49,42,8,7,10,11,14,14,36,49,9,8,6,19,13,6,10,16,48,64
3146,9,16,19,17,17,9,48,62,9,8,11,18,10,19,42,58,16,18,18,14,15,8,57,55,14,10,9,17,7,16,6,19,58,65
3147,17,16,11,5,5,11,60,32,18,6,6,8,6,14,48,34,7,13,9,10,7,5,47,31,9,16,5,6,13,18,6,10,54,53
3148,18,5,17,14,7,17,51,55,12,13,8,10,18,15,59,51,16,7,19,17,14,9,51,59,16,11,8,9,15,11,16,5,69,56
3149,15,6,12,6,5,15,58,38,18,17,11,6,19,19,56,55,6,15,9,17,13,19,58,58,19,15,7,9,9,6,7,16,62,47
3150,18,15,7,15,5,9,66,36,14,14,7,17,10,16,52,50,6,10,12,11,10,15,49,48,19,9,8,5,6,16,7,19,60,53
3151,15,15,13,13,11,10,61,47,19,19,5,18,10,19,59,52,6,18,14,8,18,17,55,57,12,13,10,7,13,9,12,15,56,56
3152,6,6,18,8,14,5,39,45,19,16,14,13,12,11,59,50,18,14,8,15,17,19,59,59,8,13,5,5,10,13,19,19,50,66
3153,12,18,14,12,18,14,48,58,7,7,15,16,9,18,40,58,14,6,9,17,7,14,38,47,11,18,14,8,14,5,9,18,69,54
3154,13,7,12,13,13,11,53,49,16,8,6,8,18,5,42,37,5,7,8,12,8,17,45,45,17,9,15,6,19,10,16,14,59,65
3155,10,15,11,6,12,15,56,44,18,19,17,13,9,8,63,47,16,10,10,18,12,7,57,47,13,10,12,18,10,15,10,7,61,60
3156,16,8,16,11,18,17,47,62,7,10,16,18,6,9,39,49,6,13,12,14,8,16,42,50,16,9,8,19,13,17,6,18,55,73
3157,13,17,16,13,9,16,50,54,9,5,13,17,15,5,45,50,18,16,14,5,12,8,54,39,11,15,15,15,12,5,8,12,72,52
3158,10,8,7,8,11,9,45,35,9,10,8,18,7,6,44,39,15,16,11,17,18,7,58,53,18,13,15,13,8,6,7,16,71,50
3159,13,18,19,11,16,18,49,64,5,13,10,11,8,13,40,42,9,12,10,12,14,6,39,42,13,17,15,10,17,5,18,17,67,67
3160,11,15,16,17,19,12,54,64,19,14,18,5,15,7,60,45,16,10,18,10,18,12,54,58,9,8,14,18,14,18,19,11,58,80
3161,6,7,8,18,19,9,32,54,6,14,18,10,19,13,31,60,5,11,10,13,9,12,35,44,13,5,8,7,15,8,18,19,37,67
3162,16,8,12,12,12,10,44,46,6,14,13,18,13,16,53,60,17,12,18,11,16,9,49,54,14,7,8,15,13,16,5,16,62,65
3163,11,15,6,5,11,10,39,32,8,14,8,11,18,9,43,46,10,12,15,16,18,10,35,59,5,12,13,7,8,19,15,14,51,63
3164,5,12,17,8,17,12,32,54,10,18,10,15,19,7,47,51,14,11,14,13,13,5,40,45,5,8,10,6,16,6,19,6,42,53
3165,14,17,13,10,5,14,62,42,15,19,16,11,16,14,55,57,7,13,10,15,15,15,51,55,16,13,6,13,10,10,11,14,56,58
3166,17,14,19,13,17,17,57,66,10,15,10,13,18,9,57,50,15,8,19,8,12,7,49,46,16,12,16,9,8,10,18,14,76,59
3167,7,15,12,17,15,10,53,54,16,11,18,15,7,10,48,50,14,11,5,13,9,13,56,40,15,18,5,7,12,17,12,12,59,60
3168,7,11,8,9,11,6,30,34,6,19,17,6,14,12,37,49,5,11,11,12,14,12,28,49,6,8,7,19,16,9,14,11,33,69
3169,8,6,14,9,13,16,33,52,9,14,7,16,7,19,45,49,14,12,8,19,15,13,45,55,10,10,7,14,11,5,12,18,49,60
3170,11,8,6,8,5,5,49,24,13,18,7,6,12,7,52,32,10,17,16,6,19,8,57,49,17,12,7,15,9,14,9,6,57,53
3171,13,13,16,18,15,18,57,67,17,16,5,6,10,17,51,38,5,14,7,9,13,9,50,38,14,9,9,7,8,12,9,16,50,52
3172,8,12,9,13,10,19,39,51,5,6,16,9,17,9,36,51,17,11,6,7,12,18,47,43,14,12,10,12,16,9,19,5,61,61
3173,17,16,8,19,9,12,58,48,14,17,14,8,11,17,63,50,15,6,15,14,12,9,46,50,11,5,10,5,12,7,18,10,58,52
3174,18,11,17,8,10,5,60,40,16,8,15,5,11,15,52,46,10,18,6,10,13,17,59,46,15,7,19,9,15,6,5,19,69,54
3175,13,11,9,13,5,18,46,45,10,11,7,18,13,12,44,50,10,15,17,16,7,17,47,57,12,11,8,13,18,7,14,12,54,64
3176,17,8,6,15,9,19,45,49,10,12,8,18,18,15,54,59,15,11,7,6,18,12,46,43,10,19,10,19,13,8,7,8,71,55
3177,19,7,12,6,16,15,58,49,14,6,19,10,19,14,58,62,19,13,16,8,15,9,64,48,18,6,10,16,15,18,18,10,72,77
3178,13,6,9,9,9,5,39,32,8,11,7,15,15,5,48,42,16,7,18,16,9,6,43,49,12,8,7,13,5,16,6,13,56,53
3179,5,8,16,10,17,13,29,56,7,18,9,15,19,19,35,62,5,12,18,14,9,11,33,52,9,17,11,6,15,6,19,19,47,65
3180,18,12,8,11,18,12,56,49,8,14,5,10,11,11,50,37,10,15,16,14,11,14,51,55,18,9,18,15,18,7,11,10,73,61
3181,18,5,12,7,14,18,41,51,8,5,18,9,12,7,47,46,16,14,18,15,14,19,48,66,10,18,13,17,9,10,11,13,75,60
3182,18,19,18,6,12,19,55,55,7,17,13,6,5,5,59,29,17,17,15,14,15,6,52,50,11,18,10,11,18,17,6,9,74,61
3183,7,9,11,15,5,17,50,48,15,10,15,16,10,9,40,50,8,18,17,19,6,15,60,57,19,8,10,12,13,19,9,10,52,63
3184,6,16,14,16,19,5,43,54,7,18,19,15,10,18,48,62,17,19,16,8,14,18,57,56,14,17,6,18,18,6,8,11,60,61
3185,7,10,11,7,7,19,33,44,11,9,14,15,16,6,33,51,6,15,7,9,12,7,37,35,5,6,13,12,18,8,9,5,37,52
3186,12,6,10,15,18,12,42,55,16,7,15,8,10,10,45,43,10,7,6,5,18,7,41,36,8,17,15,14,11,15,7,16,62,63
3187,16,10,11,7,17,19,42,54,7,10,5,13,15,15,51,48,18,12,17,17,7,17,46,58,9,12,10,8,18,19,6,19,65,70
3188,6,9,8,8,17,11,38,44,9,18,11,5,11,19,52,46,19,5,18,7,11,7,47,43,14,11,19,10,7,14,14,15,69,60
3189,17,17,10,9,5,13,49,37,6,17,18,18,19,5,55,60,15,19,5,13,15,17,49,50,9,14,5,14,19,6,13,14,60,66
3190,12,16,9,14,17,12,56,52,11,6,18,6,7,12,43,43,14,17,10,18,17,18,59,63,17,14,8,9,9,17,7,10,65,52
3191,17,19,6,8,17,15,56,46,7,17,11,10,9,18,55,48,14,18,11,8,11,8,52,38,13,7,16,15,10,7,6,11,67,49
3192,5,13,15,10,8,13,44,46,19,16,6,19,8,12,49,45,9,11,16,14,7,9,46,46,7,15,15,19,13,7,16,6,51,61
3193,17,11,19,15,7,17,52,58,15,18,10,18,8,9,58,45,8,14,19,6,8,19,46,52,9,15,17,14,12,15,8,14,66,63
3194,16,7,7,18,7,15,45,47,12,14,14,18,10,17,59,59,17,8,14,19,17,10,47,60,10,8,12,17,17,6,12,7,63,59
3195,7,13,7,9,19,19,48,54,17,12,5,17,14,13,51,49,15,9,10,8,18,9,52,45,11,6,14,5,11,11,7,6,53,40
3196,18,6,19,6,5,16,46,46,14,14,7,6,12,13,58,38,12,6,5,6,6,8,40,25,8,15,9,17,5,11,11,7,62,51
3197,9,14,19,12,14,19,41,64,7,5,15,15,13,8,38,51,17,19,10,7,11,12,54,40,11,7,12,7,10,16,7,11,56,51
3198,18,11,16,5,18,8,50,47,5,12,6,6,7,6,40,25,5,6,16,5,15,17,32,53,16,6,11,10,12,13,13,8,56,56
3199,6,11,8,8,12,11,52,39,17,11,14,14,5,18,42,51,8,8,5,18,5,19,51,47,18,5,7,14,9,7,12,13,44,55
3200,7,15,7,19,13,5,50,44,13,7,7,17,13,18,45,55,18,17,13,5,15,13,63,46,15,11,9,7,5,17,14,6,60,49
3201,13,17,10,18,10,11,49,49,13,10,12,19,6,11,45,48,9,11,11,5,12,11,39,39,6,14,16,11,18,19,6,17,58,71
3202,7,14,16,8,19,18,37,61,7,8,15,13,10,8,41,46,19,17,5,19,16,9,52,49,9,19,8,12,18,15,14,9,62,68
3203,7,16,7,14,17,5,38,43,5,18,9,17,12,18,36,56,6,12,14,18,18,5,33,55,10,19,15,7,16,14,17,18,57,72
3204,5,11,15,7,7,12,40,41,9,8,9,17,14,16,34,56,12,7,10,13,13,11,43,47,15,13,10,13,8,9,14,19,55,63
3205,18,13,7,14,17,11,50,49,5,8,8,8,16,14,43,46,12,8,17,8,6,12,39,43,14,18,12,10,19,6,5,6,74,46
3206,7,18,10,19,15,17,41,61,8,5,19,10,13,13,27,55,7,10,6,8,9,7,33,30,8,15,19,12,9,13,11,8,56,53
3207,7,19,11,15,9,8,46,43,11,12,10,18,14,5,39,47,9,13,11,12,13,13,42,49,9,19,14,10,6,16,18,5,58,55
3208,16,9,16,6,10,13,46,45,14,5,16,12,13,18,52,59,17,15,17,7,19,18,53,61,7,5,6,9,15,18,19,6,51,67
3209,11,15,7,12,9,18,39,46,7,14,14,15,19,19,49,67,17,9,5,13,18,9,39,45,6,16,18,8,16,7,15,15,68,61
3210,14,9,9,13,16,19,54,57,18,12,17,16,18,6,58,57,14,14,9,6,18,11,59,44,13,7,10,14,14,13,18,12,58,71
3211,16,12,15,6,15,17,50,53,11,18,6,11,15,17,59,49,14,5,6,5,5,6,41,22,11,17,13,16,11,14,11,18,71,70
3212,6,9,18,14,8,6,33,46,13,16,13,19,17,13,53,62,18,11,10,8,12,8,47,38,5,18,19,12,14,5,7,7,66,45
3213,15,13,13,12,5,15,39,45,5,12,9,7,15,11,38,42,6,15,15,17,9,11,32,52,6,11,12,13,15,16,7,6,50,57
3214,10,12,18,16,5,13,46,52,15,10,6,7,16,18,46,47,11,14,13,14,10,14,49,51,9,19,5,15,19,7,11,10,54,62
3215,14,7,12,18,6,5,52,41,15,16,11,10,11,14,63,46,18,12,11,10,11,17,61,49,16,13,17,10,10,9,17,5,78,51
3216,16,8,19,11,10,15,48,55,17,14,9,17,16,13,53,55,6,5,5,17,19,6,35,47,7,6,15,15,18,18,5,18,50,74
3217,12,7,14,13,19,5,37,51,12,17,9,6,6,17,60,38,19,17,11,18,7,8,54,44,6,6,19,13,17,5,5,5,62,45
3218,19,15,5,5,5,19,53,34,9,6,11,12,7,17,44,47,10,11,18,13,9,6,40,46,10,8,18,18,5,13,18,18,65,72
3219,12,14,10,13,11,5,38,39,6,6,19,11,17,6,38,53,14,8,9,9,8,11,34,37,6,13,15,8,11,10,12,5,60,46
3220,5,16,18,17,6,6,41,47,12,7,18,10,5,14,31,47,7,12,7,11,18,19,39,55,8,5,5,6,15,15,5,7,30,48
3221,16,10,13,13,18,15,54,59,14,8,8,12,8,9,46,37,8,8,12,7,13,6,44,38,14,11,12,12,17,16,8,17,61,70
3222,11,7,14,7,12,5,34,38,8,8,5,16,10,18,37,49,10,19,11,8,13,14,45,46,8,19,19,11,17,6,15,11,67,60
3223,17,13,6,12,8,9,57,35,8,10,13,11,18,8,54,50,19,16,16,14,9,14,62,53,19,17,14,15,11,9,9,12,86,56
3224,19,13,11,5,9,8,66,33,16,14,19,10,19,11,60,59,11,7,16,8,16,14,52,54,18,17,13,19,6,16,16,18,78,75
3225,14,10,18,7,6,9,54,40,12,13,6,6,19,8,54,39,15,15,6,8,12,11,60,37,18,19,6,16,17,11,18,11,72,73
3226,10,5,18,10,19,8,34,55,12,12,18,10,15,14,49,57,15,13,11,7,18,9,47,45,7,8,13,15,16,18,7,10,53,66
3227,6,12,8,19,14,11,49,52,12,8,14,18,14,5,31,51,5,13,12,17,6,19,49,54,19,6,5,6,9,6,14,14,41,49
3228,15,16,19,16,7,11,64,53,14,6,7,19,18,14,46,58,11,10,7,13,13,16,54,49,19,15,14,15,11,15,19,5,74,65
3229,5,6,15,13,6,7,40,41,15,6,6,12,18,16,35,52,9,19,12,14,11,18,57,55,14,9,13,12,13,13,19,5,50,62
3230,6,17,16,19,11,6,49,52,14,8,11,19,12,17,45,59,17,13,17,13,9,19,56,58,12,6,18,7,17,15,14,10,59,63
3231,10,16,9,18,16,9,51,52,12,9,8,14,11,6,44,39,13,10,15,13,17,14,48,59,13,5,12,12,11,12,13,10,53,58
3232,7,15,18,10,18,17,39,63,12,9,9,6,5,14,38,34,10,5,16,6,17,13,32,52,5,16,8,14,12,12,6,9,46,53
3233,18,9,18,18,12,16,58,64,13,15,14,10,13,7,65,44,19,8,6,11,17,18,58,52,18,13,9,14,6,9,12,16,77,57
3234,6,9,19,9,13,15,40,56,13,16,5,5,15,6,47,31,12,16,18,7,16,6,53,47,12,13,6,15,14,5,13,18,49,65
3235,9,13,7,14,16,18,43,55,11,17,6,6,19,12,45,43,8,5,5,17,19,9,34,50,10,9,11,19,12,13,7,11,47,62
3236,12,10,17,17,18,5,47,57,12,19,15,7,9,19,56,50,13,10,6,19,17,19,48,61,13,12,15,12,10,10,6,6,65,44
3237,16,14,18,6,11,19,57,54,16,15,7,11,7,9,59,34,12,14,11,13,10,19,53,53,11,5,16,10,17,8,17,6,60,58
3238,16,5,14,8,11,6,40,39,7,11,6,10,13,6,43,35,9,8,14,6,17,19,36,56,12,6,19,17,19,13,17,9,62,75
3239,16,6,19,19,12,5,39,55,10,7,17,16,17,6,41,56,8,10,14,10,12,18,35,54,7,17,7,11,19,16,7,7,55,60
3240,12,16,18,19,9,7,46,53,10,11,19,8,14,6,50,47,17,11,11,17,9,9,46,46,8,10,13,8,7,10,18,16,60,59
3241,11,5,10,5,13,8,38,36,8,11,6,11,7,14,49,38,19,14,17,6,9,17,55,49,14,9,12,19,15,19,18,16,65,87
3242,11,13,10,17,15,6,37,48,8,18,6,10,19,15,50,50,13,6,12,14,18,13,32,57,5,7,16,19,6,8,19,15,52,67
3243,5,18,18,10,16,14,47,58,10,17,18,14,11,8,46,51,14,5,13,19,5,5,43,42,14,7,9,19,7,17,19,18,49,80
3244,10,16,12,7,12,5,63,36,18,7,15,12,14,19,44,60,9,11,9,14,10,16,57,49,19,8,16,10,18,10,15,12,62,65
3245,11,5,11,16,19,16,40,62,5,10,19,15,8,5,38,47,12,8,10,18,5,5,44,38,19,16,18,18,9,8,12,15,76,62
3246,10,7,17,15,5,19,40,56,10,12,12,18,5,10,37,45,5,16,10,10,10,6,44,36,13,13,19,6,19,14,16,10,60,65
3247,11,13,7,17,15,18,50,57,16,13,10,19,8,13,47,50,7,17,5,8,6,11,50,30,10,5,13,16,19,15,19,12,46,81
3248,7,19,13,8,11,15,57,47,18,10,7,17,5,5,48,34,13,7,17,8,6,5,51,36,13,7,15,13,5,7,9,7,55,41
3249,10,5,18,10,17,8,37,53,16,19,17,6,7,14,52,44,7,18,5,6,11,17,47,39,6,6,10,8,12,5,9,12,39,46
3250,10,17,6,5,13,16,41,40,5,16,6,16,18,16,41,56,10,6,12,14,5,9,30,40,9,15,10,17,5,16,10,13,54,61
3251,17,12,18,17,9,13,57,57,17,18,14,10,11,13,71,48,19,17,11,18,16,13,64,58,11,16,13,7,16,17,17,19,76,76
3252,15,10,9,13,13,10,53,45,17,14,13,15,17,16,51,61,5,11,15,9,16,19,44,59,11,17,11,15,9,12,13,8,59,57
3253,6,5,14,6,12,19,34,51,10,11,10,16,7,13,32,46,5,14,17,11,5,11,42,44,13,7,13,5,8,6,13,10,44,42
3254,18,7,9,11,7,14,36,41,6,6,17,5,5,15,40,42,10,12,15,18,18,17,33,68,5,18,18,18,13,6,18,13,69,68
3255,16,7,15,5,5,14,43,39,5,13,5,12,19,6,53,42,19,9,14,19,18,13,48,64,15,15,19,16,16,12,19,9,84,72
3256,13,18,7,8,17,10,58,42,9,13,13,16,8,15,42,52,7,7,7,6,18,19,41,50,18,10,10,19,13,12,6,12,58,62
3257,19,7,5,8,5,15,56,33,16,19,9,7,7,18,68,41,14,12,13,5,8,6,56,32,14,8,6,17,6,5,8,8,61,44
3258,16,15,10,13,5,13,60,41,13,14,16,15,6,7,56,44,13,18,19,11,12,8,60,50,16,16,8,15,18,17,6,9,69,65
3259,10,11,7,6,14,14,56,41,18,8,6,15,13,9,50,43,14,17,11,6,18,10,66,45,17,15,14,16,19,12,13,17,70,77
3260,15,17,7,5,17,17,63,46,16,10,11,9,11,10,52,41,11,6,16,17,7,14,48,54,15,9,17,19,7,12,19,17,67,74
3261,13,16,16,18,19,6,52,59,18,14,16,10,13,14,62,53,17,9,9,8,7,9,49,33,5,8,16,10,10,13,11,15,59,59
3262,13,8,17,12,10,5,42,44,13,17,13,14,11,18,58,56,15,14,9,17,19,19,50,64,8,18,10,18,13,7,10,11,64,59
3263,9,13,15,8,12,18,45,53,16,5,12,9,16,8,49,45,19,16,11,19,13,8,58,51,7,17,18,14,15,15,9,14,70,67
3264,16,15,7,12,10,18,52,47,14,17,12,16,17,14,52,59,5,11,19,19,16,6,37,60,7,16,15,11,18,19,16,16,59,80
3265,12,10,13,9,17,16,55,55,17,14,7,5,7,13,62,32,19,7,14,19,14,18,59,65,16,18,18,12,10,9,16,15,83,62
3266,5,16,9,16,19,9,40,53,6,19,14,18,18,10,49,60,19,15,6,18,10,16,53,50,13,16,5,13,13,16,18,6,58,66
3267,6,19,7,5,16,11,45,39,12,10,17,13,11,15,33,56,5,9,9,18,8,7,34,42,8,6,13,17,8,13,5,18,38,61
3268,8,18,15,19,10,14,51,58,18,7,16,14,13,14,40,57,7,14,17,11,11,6,46,45,7,17,6,7,11,16,12,7,45,53
3269,14,17,13,12,14,16,49,55,12,19,18,7,18,15,63,58,18,19,10,18,7,17,55,52,6,11,15,8,10,10,11,16,64,55
3270,11,7,15,16,7,7,40,45,9,17,12,17,15,19,43,63,6,6,9,16,8,19,34,52,13,19,7,14,16,19,8,13,56,70
3271,7,8,15,9,18,18,41,60,13,8,5,15,5,6,35,31,7,18,8,13,11,13,51,45,13,5,12,18,13,8,15,6,44,60
3272,17,5,9,8,12,10,49,39,13,19,9,18,12,7,58,46,9,7,18,10,14,8,43,50,14,13,10,10,17,15,7,19,63,68
3273,6,11,11,19,5,17,43,52,10,18,9,19,16,18,45,62,11,6,16,19,15,15,43,65,16,18,7,5,18,17,12,6,58,58
3274,19,9,8,16,6,17,53,47,16,8,18,7,9,16,61,50,18,6,13,7,12,8,49,40,9,11,8,15,8,11,7,15,65,56
3275,12,8,12,12,9,18,36,51,11,6,7,13,5,16,34,41,5,18,13,8,19,13,39,53,5,11,11,14,15,19,7,19,44,74
3276,15,10,8,14,14,16,54,52,14,16,5,16,12,11,61,44,16,15,5,17,5,19,60,46,15,7,18,7,14,11,5,15,71,52
3277,11,13,19,9,18,17,40,63,8,19,14,15,16,11,51,56,13,17,17,7,13,11,46,48,8,12,14,5,13,9,16,6,58,49
3278,17,8,5,6,13,14,51,38,19,16,5,12,8,8,65,33,13,14,18,13,5,17,53,53,7,8,19,11,7,15,12,6,64,51
3279,8,15,13,17,15,14,51,59,17,17,8,18,11,9,58,46,16,19,7,8,8,14,63,37,11,9,18,5,13,16,19,11,62,64
3280,8,14,16,9,12,6,57,43,19,10,19,12,11,17,55,59,18,9,10,15,6,13,62,44,16,16,15,5,7,16,8,6,73,42
3281,13,10,14,5,6,6,44,31,15,7,10,9,5,10,49,34,14,13,11,12,13,17,48,53,6,18,7,18,16,8,9,9,58,60
3282,18,5,16,13,7,6,58,42,16,5,5,15,6,12,49,38,10,14,14,19,10,16,59,59,19,6,18,15,9,7,15,7,71,53
3283,10,6,15,16,18,14,42,63,17,8,9,13,15,8,45,45,10,7,15,8,15,10,43,48,9,5,10,10,18,14,10,17,44,69
3284,17,14,15,6,11,6,54,38,13,15,5,16,16,9,62,46,17,6,7,19,9,11,46,46,10,12,19,5,5,17,10,16,75,53
3285,17,17,8,8,19,7,49,42,10,6,17,16,18,14,45,65,12,13,5,13,14,14,40,46,5,11,9,15,10,17,19,19,54,80
3286,13,7,8,16,14,19,37,57,12,11,19,5,14,16,46,54,10,12,6,7,17,16,39,46,5,12,10,8,13,17,18,10,50,66
3287,6,13,14,19,5,15,44,53,12,17,11,19,7,16,46,53,11,12,13,14,11,12,48,50,13,12,7,17,15,8,7,16,49,63
3288,12,5,18,10,9,9,47,46,13,19,9,11,11,18,62,49,18,16,13,16,9,7,64,45,17,14,5,6,9,11,17,8,66,51
3289,6,8,9,18,8,15,36,50,9,9,19,9,18,8,42,54,18,14,15,7,9,8,54,39,13,5,7,16,7,6,14,17,49,60
3290,13,7,11,9,16,5,42,41,7,5,16,19,15,10,40,60,15,10,16,5,11,5,47,37,15,8,14,18,13,5,12,14,65,62
3291,13,11,5,16,14,6,59,41,18,16,15,5,6,10,54,36,7,6,5,8,10,6,48,29,17,8,14,14,12,18,16,17,59,77
3292,9,5,5,10,11,6,40,32,16,6,14,15,12,9,38,50,7,15,15,14,12,11,48,52,10,13,6,13,12,19,18,11,45,73
3293,16,12,17,18,19,8,50,62,9,9,17,16,16,16,50,65,16,14,14,11,5,17,52,47,13,16,8,8,18,15,11,18,69,70
3294,19,14,14,14,7,6,64,41,19,7,15,6,12,17,61,50,16,9,6,16,10,8,56,40,12,17,5,12,11,5,8,8,69,44
3295,8,18,18,18,9,10,43,55,6,14,14,12,12,14,43,52,15,8,13,19,12,8,40,52,11,12,12,14,12,16,11,17,58,70
3296,14,7,9,19,13,8,33,49,7,12,11,15,13,6,44,45,11,19,10,6,16,6,42,38,5,10,13,16,17,16,9,18,53,76
3297,19,19,12,12,8,13,53,45,9,8,6,19,10,16,42,51,6,18,16,5,19,11,39,51,6,5,11,16,8,16,11,6,47,57
3298,7,16,15,5,10,18,47,48,14,14,9,16,11,18,48,54,13,7,13,19,17,12,44,61,10,7,14,8,9,11,17,7,51,52
3299,16,10,10,12,9,8,42,39,7,13,14,19,6,16,51,55,15,19,15,19,9,7,50,50,9,16,11,11,19,12,7,9,67,58
3300,13,19,19,18,8,15,52,60,10,7,8,17,18,17,35,60,5,9,9,9,5,18,34,41,10,6,7,17,18,12,7,18,41,72
3301,15,11,8,10,6,10,51,34,14,16,18,13,16,10,53,57,8,9,9,19,17,12,42,57,11,6,10,5,7,8,10,12,50,42
3302,19,16,7,12,12,7,56,38,6,10,15,13,14,17,52,59,17,5,10,14,15,16,43,55,15,6,15,19,18,11,10,13,72,71
3303,13,5,11,16,10,15,34,52,9,7,12,14,19,11,45,56,16,5,15,9,15,9,37,48,7,9,17,15,16,15,5,15,62,66
3304,16,7,11,6,19,9,40,45,10,7,17,14,15,5,42,51,9,19,8,7,19,15,45,49,7,17,11,7,6,15,6,11,60,45
3305,13,14,14,8,14,12,45,48,13,9,14,9,16,16,47,55,12,11,12,11,18,10,41,51,5,14,8,14,18,14,19,12,52,77
3306,14,15,13,16,15,18,49,62,6,8,13,14,6,6,34,39,6,14,7,13,19,5,40,44,14,15,5,9,9,17,9,10,54,54
3307,18,8,18,5,12,17,45,52,13,19,9,9,17,11,60,46,10,9,6,12,16,7,38,41,6,10,15,14,5,9,5,6,59,39
3308,16,12,7,16,7,16,61,46,19,18,13,9,12,13,70,47,17,15,18,10,8,12,65,48,14,11,14,19,7,6,9,9,72,50
3309,6,6,6,19,13,18,26,56,5,7,6,16,9,5,23,36,5,17,19,5,15,12,36,51,9,10,15,6,6,19,17,14,45,62
3310,8,5,11,7,17,8,39,43,8,16,5,18,11,10,47,44,15,13,7,10,9,8,54,34,18,5,14,6,19,13,16,19,60,73
3311,15,15,16,7,15,14,57,52,11,12,12,7,16,17,56,52,18,7,16,7,6,17,52,46,16,15,15,19,13,7,12,19,79,70
3312,12,5,14,14,16,9,43,53,17,9,19,8,11,5,44,43,6,14,14,9,13,16,46,52,9,18,16,14,7,14,16,10,61,61
3313,6,19,10,10,10,11,56,41,14,14,19,19,7,7,48,52,14,8,10,6,12,12,53,40,17,6,19,6,14,9,7,5,62,41
3314,5,7,15,8,10,9,38,42,13,9,9,18,10,18,42,55,15,5,14,7,11,13,46,45,13,16,16,10,15,17,17,17,65,76
3315,13,15,19,10,16,7,52,52,8,7,13,19,18,10,46,60,18,11,15,12,14,8,53,49,16,18,13,19,15,12,15,7,78,68
3316,16,18,11,6,15,6,58,38,9,7,11,9,17,16,45,53,13,10,7,9,12,9,47,37,15,5,11,14,16,8,11,7,60,56
3317,13,6,17,14,10,7,43,48,9,5,16,10,12,12,44,50,17,15,18,10,11,5,56,44,15,16,15,8,9,7,9,9,76,42
3318,15,6,15,17,12,10,37,54,8,16,12,16,12,16,50,56,11,10,10,12,19,17,37,58,8,15,5,6,8,11,19,7,54,51
3319,17,8,9,19,7,11,62,46,19,9,15,7,7,6,63,35,18,9,15,18,15,10,64,58,18,19,6,9,8,10,9,18,78,54
3320,5,16,18,9,15,12,48,54,19,15,14,13,7,18,47,52,8,8,11,11,9,8,43,39,8,19,5,8,13,7,14,15,45,57
3321,18,12,13,17,5,12,62,47,15,15,7,5,12,8,61,32,13,13,10,19,14,14,58,57,17,15,10,12,17,5,14,15,73,63
3322,8,7,17,8,19,19,44,63,10,18,10,10,14,15,54,49,18,17,7,19,16,8,64,50,19,9,7,14,13,14,16,5,61,62
3323,15,17,15,16,9,18,67,58,19,14,10,14,17,14,53,55,5,14,8,15,13,9,54,45,16,6,12,7,10,12,18,8,54,55
3324,18,17,18,14,7,18,46,57,6,16,18,17,10,18,54,63,14,16,19,14,6,7,41,46,5,13,14,6,10,19,12,13,64,60
3325,18,8,13,5,12,8,48,38,12,17,15,16,5,7,56,43,9,15,16,16,18,14,46,64,10,12,18,11,14,12,18,17,67,72
3326,7,10,12,19,16,19,43,66,13,9,16,12,6,5,43,39,14,17,14,19,8,9,57,50,13,12,16,18,19,8,15,9,62,69
3327,17,15,16,6,6,5,57,33,7,14,12,9,6,13,47,40,9,14,6,9,18,14,48,47,18,18,16,8,16,19,17,8,78,68
3328,14,8,13,17,10,7,52,47,13,10,6,9,18,12,52,45,15,14,5,16,12,17,59,50,17,17,11,6,9,14,16,10,74,55
3329,19,15,19,18,19,17,56,73,17,15,8,19,16,10,66,53,15,18,5,17,12,15,55,49,5,7,11,13,10,15,11,5,57,54
3330,5,6,12,12,19,17,35,60,9,9,14,5,13,8,37,40,14,9,10,11,14,13,47,48,15,6,5,18,12,12,10,12,45,64
